;data_extracao;codigo_fundo;preco_atual;liquidez_diaria;dividendo;dy;dy_3_acumulado;dy_6_acumulado;dy_12_acumulado;dy_3_media;dy_6_media;dy_12_media;dy_ano;variacao_preco;rentabilidade_periodo;rentabilidade_acumulada;vpa;p_vpa;dy_patrimonial;variacao_patrimonial;rentabilidade_patrimonial_periodo;rentabilidade_patrimonial_acumulada;vacancia_fisica;vacancia_financeira;quantidade_ativos
0;2022-11-20 23:33:12.575121;FIVN11;3.49;6466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;6.96;50;;;;;56.0;;1
1;2022-11-20 23:33:12.575121;BZLI11;16.01;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68;0.68;1.14;10.54;152;;;;;;;0
2;2022-11-20 23:33:12.575121;XTED11;8.8;3271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;1.1;-37.83;13.29;66;;;;;0.0;100.0;1
3;2022-11-20 23:33:12.575121;ALMI11;916.02;121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.27;2.27;-28.29;2251.56;41;;;;;64.05;;1
4;2022-11-20 23:33:12.575121;PABY11;23.37;3237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-19.84;-19.84;-31.62;-15.38;-152;;;;;;;1
5;2022-11-20 23:33:12.575121;ORPD11;93.0;3;1.38;0.0;;;;;;;;;;;148.64;63;;;;;;;0
6;2022-11-20 23:33:12.575121;GSFI11;5.0;334;0.0;0.03;0.03;0.03;0.03;0.01;0.0;0.0;0.03;0.0;0.03;0.03;13.56;37;;;;;10.3;;10
7;2022-11-20 23:33:12.575121;NEWU11;40.63;100;0.0;0.0;0.0;0.56;16.63;0.0;0.09;1.39;0.61;-4.04;-4.04;-31.62;65.12;62;;;;;63.2;;3
8;2022-11-20 23:33:12.575121;PRSV11;142.0;14;1.62;0.42;1.53;2.91;5.95;0.51;0.48;0.5;4.46;5.3;5.74;-11.25;243.64;58;;;;;40.9;;2
9;2022-11-20 23:33:12.575121;FAMB11B;773.0;2817;9.16;0.56;2.17;4.78;10.43;0.72;0.8;0.87;8.82;-47.8;-47.51;-47.8;3033.35;25;;;;;100.0;;1
10;2022-11-20 23:33:12.575121;FMOF11;56.45;57;0.64;0.0;;;;;;;;;;;122.77;46;;;;;52.08;;1
11;2022-11-20 23:33:12.575121;HGRS11;10.03;9639;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
12;2022-11-20 23:33:12.575121;HGRS11;10.05;50319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
13;2022-11-20 23:33:12.575121;HGRS11;10.03;78020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
14;2022-11-20 23:33:12.575121;HGRS11;10.04;89910;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
15;2022-11-20 23:33:12.575121;HGRS11;10.04;109262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
16;2022-11-20 23:33:12.575121;HGRS11;10.03;85924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
17;2022-11-20 23:33:12.575121;HGRS11;10.08;121381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
18;2022-11-20 23:33:12.575121;HGRS11;10.0;175712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
19;2022-11-20 23:33:12.575121;HGRS11;10.14;160602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;101.81;10;;;;;;;0
20;2022-11-20 23:33:12.575121;KNRE11;0.95;439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.16;82;;;;;;;0
21;2022-11-20 23:33:12.575121;RBDS11;2.77;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.51;14;;;;;;;0
22;2022-11-20 23:33:12.575121;WTSP11B;43.49;1;0.32;0.76;2.57;4.67;6.85;0.86;0.78;0.57;0.76;0.0;0.76;0.76;82.98;52;;;;;;;0
23;2022-11-20 23:33:12.575121;OULG11;44.41;1362;0.17;0.38;1.14;3.4;8.03;0.38;0.57;0.67;1.5;3.09;3.48;-3.91;73.24;61;;;;;0.0;;2
24;2022-11-20 23:33:12.575121;VXXV11;938.0;906;10.76;0.0;;;;;;;;;;;896.76;105;;;;;;;0
25;2022-11-20 23:33:12.575121;BICE11;950.0;26;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;987.2;96;;;;;;;0
26;2022-11-20 23:33:12.575121;HRDF11;1.0;37;6.8;0.0;;;;;;;;;;;1.13;89;;;;;;;0
27;2022-11-20 23:33:12.575121;CJCT11;70.0;4;0.0;0.0;;;;;;;;;;;85.58;82;;;;;59.0;;1
28;2022-11-20 23:33:12.575121;LFTT11;82.5;1099;0.75;0.0;;;;;;;;;;;47.37;174;;;;;;;0
29;2022-11-20 23:33:12.575121;CTXT11;12.52;98;0.09;0.39;0.78;1.36;5.53;0.26;0.23;0.46;1.36;-2.58;-2.2;-39.31;39.51;32;;;;;97.0;;1
30;2022-11-20 23:33:12.575121;SRVD11;8.77;1;0.1;1.01;0.0;0.0;0.0;0.0;0.0;0.0;1.01;0.0;1.01;1.01;0.74;1181;;;;;;;0
31;2022-11-20 23:33:12.575121;RBIR11;65.11;477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.89;68;;;;;;;0
32;2022-11-20 23:33:12.575121;CARE11;3.55;1480;0.0;0.23;0.66;1.36;1.6;0.22;0.23;0.13;1.36;-2.63;-2.41;5.65;8.16;43;;;;;;;0
33;2022-11-20 23:33:12.575121;RBGS11;28.45;5157;0.18;0.62;1.59;2.73;5.12;0.53;0.46;0.43;5.12;-1.9;-1.29;-28.71;90.78;31;0.18;0.0;0.18;1.17;13.0;;1
34;2022-11-20 23:33:12.575121;IBFF11;3.08;2400;0.3;0.44;2.01;4.58;9.52;0.67;0.76;0.79;5.42;7.5;7.98;19.59;14.78;21;;;;;;;0
35;2022-11-20 23:33:12.575121;IBFF11;3.08;1300;0.3;0.44;2.01;4.58;9.52;0.67;0.76;0.79;5.42;7.5;7.98;19.59;14.78;21;;;;;;;0
36;2022-11-20 23:33:12.575121;YUFI11B;96.0;11;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;91;;;;;;;0
37;2022-11-20 23:33:12.575121;YUFI11B;95.99;2645;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;91;;;;;;;0
38;2022-11-20 23:33:12.575121;YUFI11B;95.48;6092;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;91;;;;;;;0
39;2022-11-20 23:33:12.575121;YUFI11B;95.1;5394;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;90;;;;;;;0
40;2022-11-20 23:33:12.575121;YUFI11B;95.42;2129;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;90;;;;;;;0
41;2022-11-20 23:33:12.575121;YUFI11B;95.44;2060;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;90;;;;;;;0
42;2022-11-20 23:33:12.575121;YUFI11B;95.38;2455;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;90;;;;;;;0
43;2022-11-20 23:33:12.575121;YUFI11B;95.41;3382;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;90;;;;;;;0
44;2022-11-20 23:33:12.575121;YUFI11B;95.6;4351;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;105.47;91;;;;;;;0
45;2022-11-20 23:33:12.575121;CORM11;99.21;312;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
46;2022-11-20 23:33:12.575121;CORM11;99.38;27987;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
47;2022-11-20 23:33:12.575121;CORM11;99.51;14665;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
48;2022-11-20 23:33:12.575121;CORM11;99.53;17830;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
49;2022-11-20 23:33:12.575121;CORM11;99.51;13839;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
50;2022-11-20 23:33:12.575121;CORM11;99.54;16131;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
51;2022-11-20 23:33:12.575121;CORM11;99.5;13368;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
52;2022-11-20 23:33:12.575121;CORM11;99.31;21429;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
53;2022-11-20 23:33:12.575121;CORM11;99.42;20270;0.77;0.9;2.76;5.35;11.38;0.92;0.89;0.95;6.2;-2.97;-2.1;-4.27;90.56;110;0.89;-2.33;-1.45;0.21;;;0
54;2022-11-20 23:33:12.575121;ERCR11;89.1;177;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
55;2022-11-20 23:33:12.575121;ERCR11;89.2;4779;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
56;2022-11-20 23:33:12.575121;ERCR11;88.55;2738;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
57;2022-11-20 23:33:12.575121;ERCR11;89.31;2315;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
58;2022-11-20 23:33:12.575121;ERCR11;88.83;6123;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
59;2022-11-20 23:33:12.575121;ERCR11;88.66;2350;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
60;2022-11-20 23:33:12.575121;ERCR11;88.3;9724;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
61;2022-11-20 23:33:12.575121;ERCR11;88.24;3488;783.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;69310.6;0;;;;;;;0
62;2022-11-20 23:33:12.575121;QIRI11;3.9;1100;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;4;;;;;;;0
63;2022-11-20 23:33:12.575121;QIRI11;3.99;5400;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;4;;;;;;;0
64;2022-11-20 23:33:12.575121;QIRI11;4.13;900;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;5;;;;;;;0
65;2022-11-20 23:33:12.575121;QIRI11;4.11;2600;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;5;;;;;;;0
66;2022-11-20 23:33:12.575121;QIRI11;4.23;10700;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;5;;;;;;;0
67;2022-11-20 23:33:12.575121;QIRI11;3.85;13300;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;4;;;;;;;0
68;2022-11-20 23:33:12.575121;QIRI11;4.1;9700;0.66;0.86;2.85;5.44;9.6;0.95;0.91;0.8;7.0;6.81;7.72;-8.39;89.61;5;;;;;;;0
69;2022-11-20 23:33:12.575121;ALZR11;115.27;7793;0.8;0.67;6.16;8.19;12.05;2.05;1.37;1.0;10.18;1.32;2.0;13.09;106.97;108;;;;;0.0;;15
70;2022-11-20 23:33:12.575121;BPML11;66.78;9;0.3;0.44;0.96;2.54;0.0;0.32;0.42;0.0;1.93;0.0;0.44;2.27;123.76;54;0.24;-0.77;-0.53;-0.56;5.8;;7
71;2022-11-20 23:33:12.575121;XPML11;101.2;27131;0.75;0.72;2.1;4.25;8.26;0.7;0.71;0.69;6.25;0.28;1.0;18.18;101.94;99;;;;;3.9;;16
72;2022-11-20 23:33:12.575121;FCFL11;114.7;1776;0.76;0.62;2.07;4.23;8.65;0.69;0.71;0.72;6.42;2.4;3.03;14.92;104.8;109;;;;;0.0;;1
73;2022-11-20 23:33:12.575121;AFOF11;91.6;768;1.08;1.18;3.57;7.22;13.48;1.19;1.2;1.12;10.43;0.0;1.18;12.9;98.55;93;;;;;;;0
74;2022-11-20 23:33:12.575121;BTAL11;95.9;11803;0.83;0.83;2.52;5.1;10.21;0.84;0.85;0.85;7.61;0.15;0.98;14.64;106.35;90;;;;;;;7
75;2022-11-20 23:33:12.575121;MORC11;93.41;4223;1.1;1.17;3.8;8.2;14.76;1.27;1.37;1.23;12.26;-0.15;1.02;6.2;97.78;96;1.12;-0.9;0.22;1.84;;;0
76;2022-11-20 23:33:12.575121;CNES11;30.55;1046;0.11;0.35;0.96;1.8;3.65;0.32;0.3;0.3;2.58;-1.82;-1.47;-1.7;87.25;35;;;;;56.7;;1
77;2022-11-20 23:33:12.575121;EDGA11;17.85;983;0.1;0.58;1.44;3.8;7.27;0.48;0.63;0.61;5.97;-7.65;-7.11;-12.55;66.15;27;0.16;-0.02;0.14;0.51;48.81;;1
78;2022-11-20 23:33:12.575121;RBHG11;87.14;3096;1.15;1.31;4.05;8.65;16.48;1.35;1.44;1.37;13.49;-0.98;0.31;13.21;93.23;93;1.23;-1.91;-0.7;9.48;;;0
79;2022-11-20 23:33:12.575121;CXTL11;370.0;51;1.39;0.35;0.76;1.47;3.78;0.25;0.25;0.32;1.02;3.1;3.46;-2.22;699.9;53;0.2;4.22;4.43;0.17;61.0;;3
80;2022-11-20 23:33:12.575121;MFAI11;63.25;272;0.71;1.04;3.12;5.37;12.46;1.04;0.9;1.04;10.23;2.72;3.79;0.83;77.34;82;0.92;-2.51;-1.62;2.2;;;0
81;2022-11-20 23:33:12.575121;MALL11;103.32;28320;0.78;0.71;2.15;4.32;8.64;0.72;0.72;0.72;7.22;2.18;2.9;22.65;106.17;97;0.73;-1.69;-0.97;1.61;4.0;;8
82;2022-11-20 23:33:12.575121;PVBI11;91.96;23330;0.57;0.59;1.77;3.56;7.32;0.59;0.59;0.61;4.81;0.0;0.59;17.07;99.07;93;0.58;0.01;0.58;2.85;0.1;;4
83;2022-11-20 23:33:12.575121;VILG11;99.81;21339;0.72;0.66;1.99;4.21;8.37;0.66;0.7;0.7;6.98;1.24;1.91;14.42;114.0;88;0.63;0.03;0.66;6.47;0.0;;16
84;2022-11-20 23:33:12.575121;FPAB11;184.0;32;1.65;0.82;2.34;4.71;8.8;0.78;0.78;0.73;7.47;-3.39;-2.6;-1.61;410.43;45;0.4;0.0;0.4;4.11;33.79;;1
85;2022-11-20 23:33:12.575121;MFII11;95.14;2856;1.11;1.12;3.38;6.83;13.49;1.13;1.14;1.12;11.19;2.31;3.46;0.09;100.94;94;1.1;-0.63;0.47;3.28;;;9
86;2022-11-20 23:33:12.575121;RZAG11;9.97;408370;0.13;1.25;4.0;7.88;0.0;1.33;1.31;0.0;12.37;3.28;4.57;19.63;9.56;104;1.36;0.26;1.63;12.47;;;0
87;2022-11-20 23:33:12.575121;VRTA11;92.77;21955;1.0;1.04;3.28;6.91;13.92;1.09;1.15;1.16;11.56;2.33;3.4;2.62;94.13;99;1.06;0.43;1.5;10.41;;;0
88;2022-11-20 23:33:12.575121;XPCA11;9.98;128890;0.14;1.37;4.0;8.13;0.0;1.33;1.36;0.0;13.07;0.0;1.37;20.82;9.49;105;1.48;-0.14;1.34;12.47;;;0
89;2022-11-20 23:33:12.575121;EVBI11;97.75;580;0.75;0.76;2.28;4.58;9.3;0.76;0.76;0.77;6.2;0.0;0.76;13.21;100.93;97;0.74;0.45;1.2;7.66;0.0;;4
90;2022-11-20 23:33:12.575121;VGHF11;9.04;324113;0.09;0.95;3.08;7.01;16.07;1.03;1.17;1.34;12.76;-2.16;-1.23;5.03;9.38;96;0.96;0.44;1.4;13.19;;;0
91;2022-11-20 23:33:12.575121;BLCP11;91.0;123;0.56;0.62;1.72;3.46;6.64;0.57;0.58;0.55;5.31;-0.54;0.08;19.93;111.74;81;0.5;-0.02;0.49;15.81;6.2;;2
92;2022-11-20 23:33:12.575121;FLRP11;1575.0;13;9.83;0.64;1.93;4.36;8.42;0.64;0.73;0.7;6.67;0.0;0.64;35.98;1728.57;91;0.57;0.06;0.63;3.95;2.01;;1
93;2022-11-20 23:33:12.575121;XPPR11;38.47;11975;0.3;0.72;2.05;4.31;9.09;0.68;0.72;0.76;7.35;0.0;0.72;-30.47;74.73;51;0.4;-1.21;-0.82;-4.08;46.0;0.0;4
94;2022-11-20 23:33:12.575121;ABCP11;71.06;502;0.55;0.73;2.15;4.52;9.44;0.72;0.75;0.79;7.7;0.0;0.73;9.36;91.99;77;0.6;0.07;0.67;6.61;7.5;;1
95;2022-11-20 23:33:12.575121;BARI11;92.0;12217;1.0;1.05;3.17;7.49;14.42;1.06;1.25;1.2;11.94;0.0;1.05;1.97;100.33;92;1.0;-0.61;0.38;7.97;;;0
96;2022-11-20 23:33:12.575121;JGPX11;96.85;630;1.12;1.15;3.6;7.03;0.0;1.2;1.17;0.0;11.7;0.0;1.15;12.46;95.97;101;1.17;0.08;1.25;10.88;;;0
97;2022-11-20 23:33:12.575121;QAGR11;46.0;5920;0.41;0.86;2.6;5.11;9.74;0.87;0.85;0.81;6.67;0.0;0.86;1.28;55.9;82;0.73;0.1;0.84;-2.31;;;12
98;2022-11-20 23:33:12.575121;HAAA11;87.75;1;0.54;0.63;1.87;3.71;7.12;0.62;0.62;0.59;5.98;0.0;0.63;-4.71;90.33;97;0.6;0.13;0.73;1.12;17.0;;1
99;2022-11-20 23:33:12.575121;ITIP11;80.65;368;0.76;0.94;3.17;6.9;14.01;1.06;1.15;1.17;11.65;0.0;0.94;11.15;83.33;97;0.91;-0.16;0.75;4.68;;;0
100;2022-11-20 23:33:12.575121;RBHY11;94.4;1797;1.26;1.3;4.06;8.54;17.01;1.35;1.42;1.42;13.48;0.0;1.3;8.09;95.27;99;1.32;-1.08;0.23;12.06;;;0
101;2022-11-20 23:33:12.575121;PATL11;75.74;9037;0.58;0.73;2.19;4.49;9.18;0.73;0.75;0.77;7.52;0.0;0.73;13.73;98.1;77;0.59;0.01;0.6;6.22;0.0;0.0;4
102;2022-11-20 23:33:12.575121;CXCE11B;40.63;669;0.46;1.08;2.91;5.65;10.84;0.97;0.94;0.9;9.11;0.0;1.08;2.36;64.82;63;0.71;-0.59;0.11;-1.34;0.0;;1
103;2022-11-20 23:33:12.575121;HGBS11;189.92;8225;1.35;0.65;1.9;4.12;8.05;0.63;0.69;0.67;6.81;0.0;0.65;33.3;218.35;87;0.62;-0.01;0.61;7.55;6.5;;17
104;2022-11-20 23:33:12.575121;BBGO11;84.46;3609;1.0;1.18;2.98;5.57;0.0;0.99;0.93;0.0;7.22;0.0;1.18;4.16;97.94;86;1.02;-0.09;0.93;8.1;;;0
105;2022-11-20 23:33:12.575121;FIIB11;460.02;709;3.7;0.76;2.28;4.57;8.97;0.76;0.76;0.75;5.99;0.0;0.76;10.77;456.11;101;0.81;-0.06;0.75;6.83;6.28;;1
106;2022-11-20 23:33:12.575121;GALG11;9.31;522864;0.08;0.86;2.55;5.13;10.2;0.85;0.86;0.85;9.39;0.0;0.86;-98.91;10.16;92;0.81;0.19;1.0;-89.34;0.0;0.0;6
107;2022-11-20 23:33:12.575121;VJFD11;96.0;1745;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;72;0.76;0.04;0.8;1.61;;;0
108;2022-11-20 23:33:12.575121;VJFD11;96.26;5104;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;72;0.76;0.04;0.8;1.61;;;0
109;2022-11-20 23:33:12.575121;VJFD11;96.3;7905;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;73;0.76;0.04;0.8;1.61;;;0
110;2022-11-20 23:33:12.575121;VJFD11;96.35;6155;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;73;0.76;0.04;0.8;1.61;;;0
111;2022-11-20 23:33:12.575121;VJFD11;96.25;4742;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;72;0.76;0.04;0.8;1.61;;;0
112;2022-11-20 23:33:12.575121;VJFD11;96.25;3924;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;72;0.76;0.04;0.8;1.61;;;0
113;2022-11-20 23:33:12.575121;VJFD11;96.33;2746;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;73;0.76;0.04;0.8;1.61;;;0
114;2022-11-20 23:33:12.575121;VJFD11;96.32;5410;1.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;132.79;73;0.76;0.04;0.8;1.61;;;0
115;2022-11-20 23:33:12.575121;FVPQ11;108.51;292;0.57;0.49;1.75;3.67;7.82;0.58;0.61;0.65;6.57;0.0;0.49;21.97;198.65;55;0.29;0.18;0.47;4.12;5.5;;1
116;2022-11-20 23:33:12.575121;NVHO11;10.1;75;0.08;0.8;2.31;4.34;7.75;0.77;0.72;0.65;5.21;5.32;6.16;6.53;12.75;79;0.66;0.1;0.76;5.61;;;1
117;2022-11-20 23:33:12.575121;RNDP11;159.99;71;2.14;0.84;2.51;5.63;10.46;0.84;0.94;0.87;9.13;-2.21;-1.39;-53.22;321.17;50;0.67;-0.57;0.09;-48.64;;;0
118;2022-11-20 23:33:12.575121;HCHG11;86.0;9;1.0;1.13;3.48;6.68;12.25;1.16;1.11;1.02;10.51;3.47;4.63;11.52;100.45;86;1.0;-1.93;-0.96;12.47;;;0
119;2022-11-20 23:33:12.575121;KNRI11;140.34;21516;0.91;0.63;1.82;3.76;7.41;0.61;0.63;0.62;6.19;-3.74;-3.14;16.78;160.27;88;0.57;0.11;0.68;7.35;2.0;6.72;20
120;2022-11-20 23:33:12.575121;SPTW11;40.91;2173;0.4;0.92;2.77;5.58;10.88;0.92;0.93;0.91;9.17;1.07;2.0;5.09;53.13;77;0.75;0.13;0.89;7.78;0.0;;1
121;2022-11-20 23:33:12.575121;PLOG11;76.0;642;0.75;0.94;2.84;6.06;12.27;0.95;1.01;1.02;10.3;1.0;1.96;17.51;100.42;76;0.75;0.04;0.79;7.99;20.4;;1
122;2022-11-20 23:33:12.575121;VIUR11;7.84;48400;0.07;0.91;2.65;5.63;11.34;0.88;0.94;0.94;9.49;-2.34;-1.45;-88.52;9.52;82;0.76;0.27;1.03;-89.38;0.0;;6
123;2022-11-20 23:33:12.575121;RBRD11;36.98;803;0.3;0.76;2.22;4.85;10.05;0.74;0.81;0.84;9.22;-3.3;-2.56;0.06;68.39;54;0.44;-0.53;-0.1;0.34;15.52;;4
124;2022-11-20 23:33:12.575121;LUGG11;75.02;662;0.52;0.67;2.03;4.1;8.1;0.68;0.68;0.67;6.84;-1.89;-1.23;-4.74;127.78;59;0.41;-0.1;0.31;6.87;2.4;;4
125;2022-11-20 23:33:12.575121;SADI11;90.4;5332;1.05;1.16;3.51;6.97;12.37;1.17;1.16;1.03;10.83;-0.28;0.88;11.71;100.08;90;1.05;0.15;1.2;9.73;;;0
126;2022-11-20 23:33:12.575121;TGAR11;122.12;28456;1.55;1.25;3.78;7.74;14.16;1.26;1.29;1.18;12.09;-1.01;0.22;14.09;116.96;104;1.33;-1.87;-0.57;-0.27;;;0
127;2022-11-20 23:33:12.575121;HBRH11;94.08;173;0.61;0.64;2.04;4.39;10.5;0.68;0.73;0.87;7.89;0.81;1.45;14.72;113.18;83;0.54;0.01;0.55;6.8;;;3
128;2022-11-20 23:33:12.575121;HLOG11;87.15;1075;0.65;0.69;2.03;4.27;8.42;0.68;0.71;0.7;7.1;-3.5;-2.84;8.25;111.13;78;0.58;0.03;0.61;4.59;58.0;0.0;3
129;2022-11-20 23:33:12.575121;RBCO11;44.0;2717;0.2;0.45;1.5;4.23;8.64;0.5;0.7;0.72;7.12;5.64;6.12;-15.03;90.22;49;0.22;1.03;1.25;-7.08;46.0;50.0;4
130;2022-11-20 23:33:12.575121;VOTS11;83.47;116;0.77;0.92;2.94;7.15;14.02;0.98;1.19;1.17;12.25;-3.35;-2.47;12.65;94.91;88;0.81;0.55;1.37;8.57;;;0
131;2022-11-20 23:33:12.575121;JFLL11;66.25;2128;0.62;0.86;2.51;5.23;10.19;0.84;0.87;0.85;8.46;-0.7;0.15;-0.4;100.46;66;0.62;0.03;0.65;6.74;28.0;;2
132;2022-11-20 23:33:12.575121;HUSI11;91.23;32;7.87;0.69;0.0;0.0;0.0;0.0;0.0;0.0;2.24;1.24;1.94;8.84;999.93;9;0.79;0.84;1.63;4.28;;;0
